it, train, val, acc 
19716, 0.200837, 0.170163, 0.156250 
19747, 0.177931, 0.196111, 0.101562 
19778, 0.222707, 0.163952, 0.101562 
19809, 0.222275, 0.189895, 0.132812 
19840, 0.197133, 0.166004, 0.195312 
19871, 0.191318, 0.188809, 0.109375 
19902, 0.203115, 0.171718, 0.101562 
19933, 0.199878, 0.177361, 0.125000 
19964, 0.192496, 0.155868, 0.148438 
19995, 0.198183, 0.166230, 0.164062 
20026, 0.200531, 0.176765, 0.187500 
20057, 0.178112, 0.185893, 0.117188 
20088, 0.192136, 0.189524, 0.101562 
20119, 0.214819, 0.194499, 0.148438 
20150, 0.187018, 0.202178, 0.117188 
20181, 0.193913, 0.175881, 0.156250 
20212, 0.193889, 0.180090, 0.117188 
20243, 0.208246, 0.185755, 0.101562 
20274, 0.194484, 0.165587, 0.164062 
20305, 0.198334, 0.168906, 0.140625 
20336, 0.203259, 0.166641, 0.125000 
20367, 0.183401, 0.160805, 0.171875 
20398, 0.198615, 0.171146, 0.125000 
20429, 0.187877, 0.187500, 0.117188 
20460, 0.190079, 0.164883, 0.156250 
20491, 0.197332, 0.183265, 0.062500 
20522, 0.196796, 0.174443, 0.085938 
20553, 0.198658, 0.168456, 0.132812 
20584, 0.203056, 0.183876, 0.101562 
20615, 0.201185, 0.171988, 0.132812 
20646, 0.188572, 0.181623, 0.132812 
20677, 0.188235, 0.169115, 0.109375 
20708, 0.199517, 0.169137, 0.109375 
20739, 0.177973, 0.176544, 0.117188 
20770, 0.185183, 0.194805, 0.140625 
20801, 0.177457, 0.193202, 0.156250 
20832, 0.183020, 0.177707, 0.132812 
20863, 0.187605, 0.176710, 0.132812 
20894, 0.190757, 0.168738, 0.054688 
20925, 0.208122, 0.166880, 0.171875 
20956, 0.190302, 0.194290, 0.140625 
20987, 0.184944, 0.171169, 0.156250 
21018, 0.193492, 0.188842, 0.117188 
21049, 0.196134, 0.157300, 0.148438 
21080, 0.188229, 0.193800, 0.078125 
21111, 0.193780, 0.216591, 0.125000 
21142, 0.182142, 0.166993, 0.140625 
21173, 0.187156, 0.165010, 0.140625 
21204, 0.180149, 0.162280, 0.109375 
21235, 0.187917, 0.177813, 0.132812 
21266, 0.186779, 0.166745, 0.085938 
21297, 0.179031, 0.177986, 0.085938 
21328, 0.189964, 0.165856, 0.140625 
21359, 0.187198, 0.164563, 0.132812 
21390, 0.183236, 0.180119, 0.117188 
21421, 0.196133, 0.171030, 0.117188 
21452, 0.214503, 0.170308, 0.093750 
21483, 0.191752, 0.172189, 0.117188 
21514, 0.190798, 0.173058, 0.117188 
21545, 0.191709, 0.178767, 0.109375 
21576, 0.190917, 0.158395, 0.070312 
21607, 0.184520, 0.174242, 0.125000 
21638, 0.189121, 0.167398, 0.179688 
21669, 0.175214, 0.161165, 0.125000 
21700, 0.184942, 0.174043, 0.101562 
21731, 0.190017, 0.186885, 0.078125 
21762, 0.220702, 0.165035, 0.148438 
21793, 0.182675, 0.183958, 0.085938 
21824, 0.181665, 0.160863, 0.109375 
21855, 0.180056, 0.168068, 0.109375 
21886, 0.192369, 0.164115, 0.078125 
21917, 0.189161, 0.167252, 0.140625 
21948, 0.208035, 0.171399, 0.093750 
21979, 0.192942, 0.184492, 0.117188 
22010, 0.211398, 0.163038, 0.171875 
22041, 0.162489, 0.150916, 0.093750 
22072, 0.202770, 0.181766, 0.125000 
22103, 0.197970, 0.183705, 0.187500 
22134, 0.180921, 0.171502, 0.156250 
22165, 0.172303, 0.160562, 0.148438 
22196, 0.185241, 0.181426, 0.093750 
22227, 0.196306, 0.153111, 0.148438 
22258, 0.178707, 0.177100, 0.187500 
22289, 0.193983, 0.165771, 0.171875 
22320, 0.194144, 0.156306, 0.109375 
22351, 0.211004, 0.182185, 0.132812 
22382, 0.190821, 0.158112, 0.187500 
22413, 0.186643, 0.167718, 0.140625 
22444, 0.184195, 0.161919, 0.132812 
22475, 0.175460, 0.164755, 0.140625 
22506, 0.186001, 0.169469, 0.132812 
22537, 0.196956, 0.160423, 0.132812 
22568, 0.188022, 0.159749, 0.156250 
22599, 0.178443, 0.164715, 0.062500 
22630, 0.183031, 0.174622, 0.109375 
22661, 0.171250, 0.157907, 0.125000 
22692, 0.177675, 0.167359, 0.140625 
22723, 0.180420, 0.170853, 0.148438 
22754, 0.174016, 0.175203, 0.062500 
22785, 0.179403, 0.180812, 0.085938 
22816, 0.170881, 0.162259, 0.093750 
22847, 0.176323, 0.180045, 0.148438 
22878, 0.200923, 0.152821, 0.148438 
22909, 0.164706, 0.161618, 0.117188 
22940, 0.181477, 0.178926, 0.085938 
22971, 0.159280, 0.151838, 0.125000 
23002, 0.170837, 0.172589, 0.085938 
23033, 0.182186, 0.163444, 0.140625 
23064, 0.183213, 0.169740, 0.070312 
23095, 0.182161, 0.175622, 0.101562 
23126, 0.170246, 0.177530, 0.117188 
23157, 0.188299, 0.167729, 0.164062 
23188, 0.180969, 0.170934, 0.101562 
23219, 0.171226, 0.165349, 0.125000 
23250, 0.179756, 0.167884, 0.109375 
23281, 0.185174, 0.156527, 0.109375 
23312, 0.172633, 0.166678, 0.148438 
23343, 0.184643, 0.153568, 0.117188 
23374, 0.193119, 0.153410, 0.132812 
23405, 0.184663, 0.150496, 0.093750 
23436, 0.192451, 0.156113, 0.125000 
23467, 0.192678, 0.154411, 0.085938 
23498, 0.163465, 0.162422, 0.117188 
23529, 0.200627, 0.160917, 0.148438 
23560, 0.165066, 0.164842, 0.085938 
23591, 0.187206, 0.182875, 0.148438 
23622, 0.182435, 0.190530, 0.125000 
23653, 0.181814, 0.158230, 0.093750 
23684, 0.198680, 0.183634, 0.109375 
23715, 0.181494, 0.157401, 0.125000 
23746, 0.178318, 0.159621, 0.187500 
23777, 0.206710, 0.150747, 0.148438 
23808, 0.163374, 0.153715, 0.132812 
23839, 0.172359, 0.163243, 0.140625 
23870, 0.166563, 0.155943, 0.132812 
23901, 0.178706, 0.176473, 0.148438 
23932, 0.162945, 0.158088, 0.132812 
23963, 0.161991, 0.145069, 0.171875 
23994, 0.166836, 0.173171, 0.093750 
24025, 0.173210, 0.183561, 0.062500 
24056, 0.171394, 0.164254, 0.132812 
24087, 0.166495, 0.177273, 0.156250 
24118, 0.193738, 0.164359, 0.125000 
24149, 0.181356, 0.182767, 0.125000 
24180, 0.196327, 0.165860, 0.164062 
24211, 0.169975, 0.160255, 0.132812 
24242, 0.196557, 0.157305, 0.109375 
24273, 0.173853, 0.186782, 0.062500 
24304, 0.195678, 0.181602, 0.101562 
24335, 0.152802, 0.152672, 0.093750 
24366, 0.178223, 0.163898, 0.140625 
24397, 0.187290, 0.178158, 0.070312 
24428, 0.168692, 0.147619, 0.093750 
24459, 0.166465, 0.177209, 0.117188 
24490, 0.180286, 0.167156, 0.117188 
24521, 0.182428, 0.143286, 0.085938 
24552, 0.185328, 0.162867, 0.093750 
24583, 0.195111, 0.154651, 0.085938 
24614, 0.175587, 0.149364, 0.132812 
24645, 0.161343, 0.168961, 0.085938 
24676, 0.181091, 0.162924, 0.117188 
24707, 0.176361, 0.154547, 0.085938 
24738, 0.175655, 0.140121, 0.078125 
24769, 0.189416, 0.150700, 0.101562 
24800, 0.159461, 0.166377, 0.078125 
24831, 0.195386, 0.159801, 0.125000 
24862, 0.165413, 0.160838, 0.140625 
24893, 0.178381, 0.143247, 0.125000 
24924, 0.171089, 0.174383, 0.117188 
24955, 0.175972, 0.166682, 0.078125 
24986, 0.171918, 0.152865, 0.148438 
25017, 0.178918, 0.149837, 0.101562 
25048, 0.163222, 0.174770, 0.109375 
25079, 0.177119, 0.174426, 0.171875 
25110, 0.178622, 0.171495, 0.179688 
25141, 0.171141, 0.178845, 0.101562 
25172, 0.196190, 0.162776, 0.203125 
25203, 0.168862, 0.147719, 0.171875 
25234, 0.157679, 0.145956, 0.062500 
25265, 0.176447, 0.154255, 0.140625 
25296, 0.189676, 0.169009, 0.117188 
25327, 0.171953, 0.157944, 0.109375 
25358, 0.190711, 0.157050, 0.085938 
25389, 0.170171, 0.157082, 0.101562 
25420, 0.164372, 0.166351, 0.132812 
25451, 0.192927, 0.165169, 0.101562 
25482, 0.174593, 0.167889, 0.132812 
25513, 0.162693, 0.160642, 0.148438 
25544, 0.172989, 0.185549, 0.140625 
25575, 0.160308, 0.149573, 0.156250 
25606, 0.154982, 0.153325, 0.179688 
25637, 0.163883, 0.152107, 0.093750 
25668, 0.166951, 0.172459, 0.164062 
25699, 0.177597, 0.145942, 0.148438 
25730, 0.173368, 0.143591, 0.148438 
25761, 0.160324, 0.157483, 0.125000 
25792, 0.171404, 0.164662, 0.117188 
25823, 0.159473, 0.134306, 0.140625 
25854, 0.189630, 0.160987, 0.148438 
25885, 0.167719, 0.161525, 0.156250 
25916, 0.168977, 0.157988, 0.085938 
25947, 0.168277, 0.146747, 0.164062 
25978, 0.171910, 0.174736, 0.132812 
26009, 0.152963, 0.157833, 0.125000 
26040, 0.180081, 0.142940, 0.062500 
26071, 0.177293, 0.169562, 0.132812 
26102, 0.175671, 0.163324, 0.085938 
26133, 0.172892, 0.142555, 0.109375 
26164, 0.159485, 0.159597, 0.109375 
26195, 0.178663, 0.151588, 0.132812 
26226, 0.169285, 0.146003, 0.203125 
26257, 0.183567, 0.155911, 0.125000 
26288, 0.156376, 0.147653, 0.117188 
26319, 0.154454, 0.197994, 0.117188 
26350, 0.160331, 0.145976, 0.109375 
26381, 0.152900, 0.157077, 0.156250 
26412, 0.161791, 0.156116, 0.109375 
26443, 0.164986, 0.153810, 0.140625 
26474, 0.166616, 0.153653, 0.132812 
26505, 0.193613, 0.158195, 0.117188 
26536, 0.186277, 0.153026, 0.148438 
26567, 0.159955, 0.155829, 0.117188 
26598, 0.151453, 0.150399, 0.101562 
26629, 0.199336, 0.160041, 0.156250 
26660, 0.165220, 0.144546, 0.148438 
26691, 0.158424, 0.159765, 0.179688 
26722, 0.151517, 0.160401, 0.070312 
26753, 0.167515, 0.164841, 0.179688 
26784, 0.173529, 0.153252, 0.132812 
26815, 0.156130, 0.156407, 0.132812 
26846, 0.175124, 0.141345, 0.140625 
26877, 0.155061, 0.172505, 0.125000 
26908, 0.161093, 0.156810, 0.156250 
26939, 0.167940, 0.163948, 0.132812 
26970, 0.157396, 0.151720, 0.085938 
27001, 0.173619, 0.161681, 0.101562 
27032, 0.177995, 0.145094, 0.093750 
27063, 0.159964, 0.159011, 0.140625 
27094, 0.174383, 0.145544, 0.117188 
27125, 0.168410, 0.159753, 0.085938 
27156, 0.173399, 0.157558, 0.117188 
27187, 0.174623, 0.144063, 0.148438 
27218, 0.167753, 0.156639, 0.132812 
27249, 0.189080, 0.159100, 0.132812 
27280, 0.166117, 0.138737, 0.093750 
27311, 0.173212, 0.154255, 0.085938 
27342, 0.161695, 0.160848, 0.109375 
27373, 0.145749, 0.149365, 0.140625 
27404, 0.184522, 0.165898, 0.117188 
27435, 0.177962, 0.146575, 0.125000 
27466, 0.167389, 0.139524, 0.093750 
27497, 0.167606, 0.143316, 0.156250 
27528, 0.166621, 0.150050, 0.085938 
27559, 0.162003, 0.147591, 0.132812 
27590, 0.170037, 0.161270, 0.148438 
27621, 0.188046, 0.159032, 0.093750 
27652, 0.161354, 0.158513, 0.187500 
27683, 0.147849, 0.146007, 0.117188 
27714, 0.172936, 0.149546, 0.101562 
27745, 0.163424, 0.153841, 0.109375 
27776, 0.173391, 0.158943, 0.085938 
27807, 0.163988, 0.142035, 0.117188 
27838, 0.174429, 0.141390, 0.140625 
27869, 0.186655, 0.172248, 0.156250 
27900, 0.184544, 0.161537, 0.117188 
27931, 0.174710, 0.136287, 0.132812 
27962, 0.173192, 0.176086, 0.093750 
27993, 0.146896, 0.146782, 0.140625 
28024, 0.177550, 0.143736, 0.109375 
28055, 0.156996, 0.141982, 0.156250 
28086, 0.163583, 0.146348, 0.187500 
28117, 0.154257, 0.168325, 0.101562 
28148, 0.171067, 0.141332, 0.132812 
28179, 0.166814, 0.143993, 0.101562 
28210, 0.159496, 0.145389, 0.085938 
28241, 0.163526, 0.149849, 0.101562 
28272, 0.154747, 0.124474, 0.164062 
28303, 0.178986, 0.139846, 0.101562 
28334, 0.166721, 0.159633, 0.187500 
28365, 0.159172, 0.139820, 0.132812 
28396, 0.159668, 0.158205, 0.125000 
28427, 0.148871, 0.148033, 0.140625 
28458, 0.158366, 0.135578, 0.093750 
28489, 0.164594, 0.147376, 0.078125 
28520, 0.173107, 0.158261, 0.093750 
28551, 0.155445, 0.127882, 0.101562 
28582, 0.166195, 0.159097, 0.085938 
28613, 0.146028, 0.165726, 0.132812 
28644, 0.166463, 0.147236, 0.125000 
28675, 0.153195, 0.134958, 0.179688 
28706, 0.156623, 0.127570, 0.179688 
28737, 0.151263, 0.158177, 0.085938 
28768, 0.164154, 0.136423, 0.164062 
28799, 0.161167, 0.153227, 0.148438 
28830, 0.183205, 0.139584, 0.148438 
28861, 0.169091, 0.139009, 0.132812 
28892, 0.163483, 0.143685, 0.109375 
28923, 0.162032, 0.157727, 0.140625 
28954, 0.157588, 0.152520, 0.125000 
28985, 0.168473, 0.147273, 0.132812 
29016, 0.145071, 0.143901, 0.109375 
29047, 0.176025, 0.145379, 0.109375 
29078, 0.170371, 0.163270, 0.085938 
29109, 0.156823, 0.142172, 0.125000 
29140, 0.158713, 0.132165, 0.125000 
29171, 0.155411, 0.142036, 0.117188 
29202, 0.157936, 0.141988, 0.109375 
29233, 0.167607, 0.142590, 0.132812 
29264, 0.145991, 0.148739, 0.117188 
29295, 0.174784, 0.154059, 0.109375 
29326, 0.172782, 0.166049, 0.156250 
29357, 0.165878, 0.155023, 0.085938 
29388, 0.166330, 0.142586, 0.132812 
29419, 0.175957, 0.151401, 0.117188 
29450, 0.151201, 0.158857, 0.132812 
29481, 0.162796, 0.137052, 0.148438 
29512, 0.154663, 0.137304, 0.125000 
29543, 0.158785, 0.146540, 0.171875 
29574, 0.152211, 0.158429, 0.156250 
29605, 0.162338, 0.159376, 0.101562 
29636, 0.153914, 0.144607, 0.140625 
29667, 0.159454, 0.141463, 0.093750 
29698, 0.157895, 0.123591, 0.125000 
29729, 0.203138, 0.150097, 0.164062 
29760, 0.158955, 0.138618, 0.164062 
29791, 0.163271, 0.157844, 0.148438 
29822, 0.154337, 0.138447, 0.125000 
29853, 0.151878, 0.143952, 0.117188 
29884, 0.162963, 0.151623, 0.140625 
29915, 0.178060, 0.139623, 0.062500 
29946, 0.131088, 0.153978, 0.156250 
29977, 0.149380, 0.164132, 0.062500 
30008, 0.149793, 0.142936, 0.101562 
30039, 0.176491, 0.143433, 0.140625 
30070, 0.157864, 0.148975, 0.148438 
30101, 0.150249, 0.151724, 0.140625 
30132, 0.170373, 0.148288, 0.117188 
30163, 0.163344, 0.136557, 0.140625 
30194, 0.164374, 0.137934, 0.117188 
30225, 0.183294, 0.139529, 0.148438 
30256, 0.168275, 0.140424, 0.109375 
30287, 0.170546, 0.133293, 0.132812 
30318, 0.167890, 0.134004, 0.148438 
30349, 0.165835, 0.144315, 0.093750 
30380, 0.176250, 0.153935, 0.062500 
30411, 0.157495, 0.131617, 0.109375 
30442, 0.142563, 0.132897, 0.117188 
30473, 0.198567, 0.148858, 0.078125 
30504, 0.178989, 0.137568, 0.164062 
30535, 0.156089, 0.126684, 0.148438 
30566, 0.145343, 0.165005, 0.101562 
30597, 0.153586, 0.153628, 0.140625 
30628, 0.179134, 0.149365, 0.148438 
30659, 0.162981, 0.141538, 0.171875 
30690, 0.155347, 0.128026, 0.101562 
30721, 0.150939, 0.128413, 0.117188 
30752, 0.141333, 0.131735, 0.125000 
30783, 0.151790, 0.148248, 0.109375 
30814, 0.167303, 0.161424, 0.125000 
30845, 0.153636, 0.138848, 0.195312 
30876, 0.159592, 0.150303, 0.125000 
30907, 0.155017, 0.147796, 0.093750 
30938, 0.150029, 0.159370, 0.140625 
30969, 0.153473, 0.115493, 0.164062 
31000, 0.148231, 0.143399, 0.101562 
31031, 0.155407, 0.134280, 0.132812 
31062, 0.149944, 0.145117, 0.109375 
31093, 0.154915, 0.131866, 0.156250 
31124, 0.144998, 0.145611, 0.117188 
31155, 0.165626, 0.134626, 0.117188 
31186, 0.141735, 0.130860, 0.101562 
31217, 0.150605, 0.127560, 0.125000 
31248, 0.145809, 0.153776, 0.117188 
31279, 0.153690, 0.147426, 0.093750 
31310, 0.167809, 0.150889, 0.078125 
31341, 0.164491, 0.141709, 0.195312 
31372, 0.166379, 0.148064, 0.132812 
31403, 0.164754, 0.135963, 0.156250 
31434, 0.132132, 0.162590, 0.125000 
31465, 0.155957, 0.144436, 0.101562 
31496, 0.138856, 0.140643, 0.093750 
31527, 0.163221, 0.145755, 0.125000 
31558, 0.150355, 0.136672, 0.070312 
31589, 0.181362, 0.149871, 0.156250 
31620, 0.148880, 0.145797, 0.148438 
31651, 0.137284, 0.147756, 0.085938 
31682, 0.183300, 0.142785, 0.132812 
31713, 0.165597, 0.130466, 0.117188 
31744, 0.153472, 0.125749, 0.117188 
31775, 0.134649, 0.148562, 0.101562 
31806, 0.161171, 0.140318, 0.140625 
31837, 0.158348, 0.131741, 0.179688 
31868, 0.163599, 0.138033, 0.101562 
31899, 0.162232, 0.133980, 0.132812 
31930, 0.152391, 0.129680, 0.093750 
31961, 0.160339, 0.173600, 0.093750 
31992, 0.160549, 0.119867, 0.125000 
32023, 0.132371, 0.131912, 0.117188 
32054, 0.138602, 0.137561, 0.171875 
32085, 0.162872, 0.148060, 0.101562 
32116, 0.150374, 0.161012, 0.125000 
32147, 0.134381, 0.128137, 0.132812 
32178, 0.161425, 0.142627, 0.093750 
32209, 0.141159, 0.146256, 0.203125 
32240, 0.165652, 0.137349, 0.101562 
32271, 0.156464, 0.125095, 0.148438 
32302, 0.145257, 0.124579, 0.054688 
32333, 0.142256, 0.146779, 0.179688 
32364, 0.158374, 0.134593, 0.140625 
32395, 0.163333, 0.140266, 0.171875 
32426, 0.172996, 0.131141, 0.093750 
32457, 0.156712, 0.132957, 0.109375 
32488, 0.159794, 0.147973, 0.148438 
32519, 0.169533, 0.128150, 0.125000 
32550, 0.159806, 0.138606, 0.093750 
32581, 0.154712, 0.127500, 0.148438 
32612, 0.171348, 0.135109, 0.101562 
32643, 0.161731, 0.137794, 0.117188 
32674, 0.180355, 0.132195, 0.125000 
32705, 0.143205, 0.156924, 0.171875 
32736, 0.131795, 0.139523, 0.078125 
32767, 0.142097, 0.143596, 0.101562 
32798, 0.149958, 0.136842, 0.070312 
32829, 0.157136, 0.146203, 0.125000 
32860, 0.158382, 0.129180, 0.156250 
32891, 0.159434, 0.157073, 0.164062 
32922, 0.143125, 0.136449, 0.132812 
32953, 0.155383, 0.137353, 0.117188 
32984, 0.140755, 0.135354, 0.148438 
33015, 0.149386, 0.146067, 0.148438 
33046, 0.156186, 0.132495, 0.109375 
33077, 0.155647, 0.135632, 0.125000 
33108, 0.126150, 0.149972, 0.148438 
33139, 0.135322, 0.144502, 0.109375 
33170, 0.154025, 0.137284, 0.164062 
33201, 0.167818, 0.138450, 0.125000 
33232, 0.149057, 0.131023, 0.062500 
33263, 0.155552, 0.150674, 0.093750 
33294, 0.171121, 0.150473, 0.164062 
33325, 0.139230, 0.129789, 0.140625 
33356, 0.147312, 0.137602, 0.125000 
33387, 0.150284, 0.128741, 0.093750 
33418, 0.156191, 0.135325, 0.132812 
33449, 0.154990, 0.133681, 0.125000 
33480, 0.159623, 0.121960, 0.148438 
33511, 0.142975, 0.127574, 0.171875 
33542, 0.168036, 0.136228, 0.117188 
33573, 0.160532, 0.133174, 0.078125 
33604, 0.145082, 0.136381, 0.156250 
33635, 0.154808, 0.136178, 0.109375 
33666, 0.161903, 0.115412, 0.148438 
33697, 0.155063, 0.138323, 0.117188 
33728, 0.133803, 0.141466, 0.093750 
33759, 0.154107, 0.138424, 0.109375 
33790, 0.141795, 0.130072, 0.117188 
33821, 0.147237, 0.144041, 0.140625 
33852, 0.142125, 0.133764, 0.078125 
33883, 0.145774, 0.129946, 0.132812 
33914, 0.164680, 0.127576, 0.203125 
33945, 0.140403, 0.130949, 0.125000 
33976, 0.159938, 0.135300, 0.148438 
34007, 0.162582, 0.141780, 0.132812 
34038, 0.145955, 0.138757, 0.117188 
34069, 0.140810, 0.123294, 0.093750 
34100, 0.134243, 0.156658, 0.140625 
34131, 0.140924, 0.121545, 0.156250 
34162, 0.140372, 0.145327, 0.125000 
34193, 0.150082, 0.141696, 0.171875 
34224, 0.146194, 0.144339, 0.132812 
34255, 0.156034, 0.153647, 0.171875 
34286, 0.136088, 0.132396, 0.117188 
34317, 0.158817, 0.117379, 0.085938 
34348, 0.157271, 0.132099, 0.148438 
34379, 0.143206, 0.149104, 0.179688 
34410, 0.133181, 0.144184, 0.101562 
34441, 0.168232, 0.132510, 0.148438 
34472, 0.139531, 0.141782, 0.203125 
34503, 0.147730, 0.131138, 0.085938 
34534, 0.147485, 0.139760, 0.140625 
34565, 0.151822, 0.138849, 0.140625 
34596, 0.139328, 0.125458, 0.179688 
34627, 0.154786, 0.133724, 0.148438 
34658, 0.160501, 0.133225, 0.164062 
34689, 0.137324, 0.133303, 0.156250 
34720, 0.130740, 0.132673, 0.132812 
34751, 0.148583, 0.135321, 0.195312 
34782, 0.140590, 0.129752, 0.117188 
34813, 0.158566, 0.128174, 0.062500 
34844, 0.163222, 0.137952, 0.117188 
34875, 0.151506, 0.133818, 0.140625 
34906, 0.144155, 0.121529, 0.148438 
34937, 0.157713, 0.126536, 0.140625 
34968, 0.157305, 0.133891, 0.101562 
34999, 0.151703, 0.123493, 0.109375 
35030, 0.159696, 0.136374, 0.125000 
35061, 0.148636, 0.149735, 0.117188 
35092, 0.164640, 0.125037, 0.156250 
35123, 0.153056, 0.142268, 0.101562 
35154, 0.158077, 0.134018, 0.164062 
35185, 0.170805, 0.132418, 0.125000 
35216, 0.149842, 0.135047, 0.195312 
35247, 0.149598, 0.135801, 0.117188 
35278, 0.141494, 0.125141, 0.164062 
35309, 0.142047, 0.138950, 0.148438 
35340, 0.138259, 0.139099, 0.093750 
35371, 0.144156, 0.137383, 0.156250 
35402, 0.166173, 0.116367, 0.148438 
35433, 0.135014, 0.144283, 0.187500 
35464, 0.155452, 0.140741, 0.132812 
35495, 0.143861, 0.121680, 0.125000 
35526, 0.138605, 0.138520, 0.148438 
35557, 0.131023, 0.143290, 0.164062 
35588, 0.151443, 0.136505, 0.156250 
35619, 0.141083, 0.144131, 0.132812 
35650, 0.146366, 0.126108, 0.132812 
35681, 0.143262, 0.141697, 0.125000 
35712, 0.152041, 0.130252, 0.148438 
35743, 0.149338, 0.154453, 0.156250 
35774, 0.160264, 0.121856, 0.085938 
35805, 0.159339, 0.113416, 0.125000 
35836, 0.152060, 0.138279, 0.156250 
35867, 0.156775, 0.116768, 0.140625 
35898, 0.150880, 0.134095, 0.093750 
35929, 0.132904, 0.136178, 0.164062 
35960, 0.138183, 0.143461, 0.132812 
35991, 0.142340, 0.146151, 0.125000 
36022, 0.138817, 0.128517, 0.218750 
36053, 0.130673, 0.148912, 0.148438 
36084, 0.148092, 0.132422, 0.140625 
36115, 0.146956, 0.130395, 0.078125 
36146, 0.148329, 0.143534, 0.156250 
36177, 0.167697, 0.121658, 0.187500 
36208, 0.143666, 0.129317, 0.164062 
36239, 0.177729, 0.133369, 0.148438 
36270, 0.144656, 0.132395, 0.187500 
36301, 0.147139, 0.122409, 0.210938 
36332, 0.148940, 0.141306, 0.148438 
36363, 0.150909, 0.123519, 0.140625 
36394, 0.144715, 0.123276, 0.179688 
36425, 0.136440, 0.142590, 0.226562 
36456, 0.135736, 0.131860, 0.085938 
36487, 0.142579, 0.142707, 0.132812 
36518, 0.126191, 0.115001, 0.148438 
36549, 0.137300, 0.133743, 0.140625 
36580, 0.134303, 0.131226, 0.156250 
36611, 0.148754, 0.124368, 0.156250 
36642, 0.162806, 0.127164, 0.140625 
36673, 0.143023, 0.134418, 0.132812 
36704, 0.139106, 0.126323, 0.117188 
36735, 0.145970, 0.141470, 0.117188 
36766, 0.126850, 0.143379, 0.132812 
36797, 0.129111, 0.135039, 0.140625 
36828, 0.150200, 0.144826, 0.203125 
36859, 0.138618, 0.122394, 0.179688 
36890, 0.163701, 0.131802, 0.148438 
36921, 0.140995, 0.118422, 0.218750 
36952, 0.140297, 0.125957, 0.109375 
36983, 0.129744, 0.125873, 0.234375 
37014, 0.148117, 0.130036, 0.140625 
37045, 0.136166, 0.134421, 0.101562 
37076, 0.171472, 0.114477, 0.164062 
37107, 0.164520, 0.120611, 0.140625 
37138, 0.139567, 0.134865, 0.109375 
37169, 0.153515, 0.118757, 0.078125 
37200, 0.148870, 0.154760, 0.156250 
37231, 0.131810, 0.143411, 0.132812 
37262, 0.148331, 0.131424, 0.101562 
37293, 0.139600, 0.148793, 0.140625 
37324, 0.141866, 0.119484, 0.171875 
37355, 0.143329, 0.142684, 0.148438 
37386, 0.147200, 0.126890, 0.140625 
37417, 0.144832, 0.133445, 0.156250 
37448, 0.150928, 0.120930, 0.085938 
37479, 0.138543, 0.138541, 0.109375 
37510, 0.143433, 0.147378, 0.148438 
37541, 0.134679, 0.125452, 0.078125 
37572, 0.147349, 0.124893, 0.109375 
37603, 0.143172, 0.113995, 0.187500 
37634, 0.148994, 0.125843, 0.109375 
37665, 0.127738, 0.141404, 0.148438 
37696, 0.128233, 0.127224, 0.132812 
37727, 0.135952, 0.130542, 0.125000 
37758, 0.144634, 0.130927, 0.109375 
37789, 0.150305, 0.128980, 0.132812 
37820, 0.146591, 0.127072, 0.101562 
37851, 0.152608, 0.121224, 0.140625 
37882, 0.145023, 0.136506, 0.140625 
37913, 0.141635, 0.129303, 0.132812 
37944, 0.159893, 0.123435, 0.046875 
37975, 0.140642, 0.146318, 0.101562 
38006, 0.150577, 0.124281, 0.117188 
